,Employee_ID,Name,email,gender,Department,Education level,Date Hired,Still Employed,Work-Life Balance Score,Absenteeism Rate,Performance Review Score,Training Courses Attended,Current Salary,Benefits,Source of Hire,Starting Salary,Salary Growth (%),Promoted,reason_for_leaving,last_day_of_employment,root_cause_leaving,turnover_type,Performance_group
596,597,Griz Tointon,gtointongk@1und1.de,Male,Support,Bachelor's Degree,2003-08-13,False,1,Moderate,Outstanding,Advanced Excel Techniques,84808.48,health insurance,Company website,75000,13.07797333333333,Yes,Lack of growth opportunities,2017-09-21,Career & Compensation,Voluntary,High
597,598,Tallia Puden,tpudengl@freewebs.com,Female,Legal,Professional Degree,2000-08-07,False,3,High,Below Expectations,Cybersecurity Basics,104678.04,gym membership,Company website,65000,61.04313846153845,No,Family commitments,2007-06-02,Personal - Life Events,Voluntary,Low
598,599,Darda Gerant,dgerantgm@cbsnews.com,Female,Human Resources,High School Diploma,1993-02-13,False,1,High,Needs Improvement,Effective Communication Skills,112708.87,company car,Employee referral,60000,87.84811666666666,No,Found a better opportunity,2019-08-05,Career & Compensation,Voluntary,Low
599,600,Walsh Birtwistle,wbirtwistlegn@myspace.com,Male,Business Development,PhD,2004-03-03,True,2,Low,Below Expectations,Digital Marketing Strategies,83286.75,gym membership,Recruiter,80000,4.1084375,Yes,,,,,Low
600,601,Jerrilyn Nayer,jnayergo@mtv.com,Female,Sales,PhD,2004-09-07,True,1,Moderate,Superior,Project Management Fundamentals,64294.47,performance bonuses,Social media,55000,16.89903636363637,Yes,,,,,High
601,602,Rickard Robbel,rrobbelgp@hibu.com,Male,Product Management,High School Diploma,1991-07-06,True,1,High,Average,Advanced Excel Techniques,116260.56,gym membership,Employee referral,65000,78.8624,No,,,,,Meet Expectation
602,603,Edmon Bonus,ebonusgq@acquirethisname.com,Male,Support,PhD,1997-01-24,True,1,High,Needs Improvement,Advanced Excel Techniques,102784.11,gym membership,Job board,90000,14.20456666666667,No,,,,,Low
603,604,Rodolph Wettern,rwetterngr@ca.gov,Male,Product Management,Bachelor's Degree,2013-09-27,True,4,High,Average,Customer Service Excellence,86577.85,401k matching,Recruiter,85000,1.856294117647066,No,,,,,Meet Expectation
604,605,Jacintha Mearns,jmearnsgs@artisteer.com,Female,Engineering,Master's Degree,2012-11-11,True,1,High,Excellent,Leadership Development Program,49875.45,gym membership,Job board,80000,-37.6556875,Yes,,,,,High
605,606,Lyndsie Feltham,lfelthamgt@sphinn.com,Female,Engineering,Associate's Degree,2005-04-05,False,2,High,Outstanding,Advanced Excel Techniques,64721.05,paid time off,Employee referral,75000,-13.70526666666666,No,Found a better opportunity,2019-01-19,Career & Compensation,Voluntary,High
606,607,Pate Grange,pgrangegu@51.la,Male,Sales,Professional Degree,2007-09-03,True,1,Moderate,Excellent,Leadership Development Program,84062.05,remote work option,Job board,60000,40.10341666666667,No,,,,,High
607,608,Matilde Forbes,mforbesgv@wix.com,Female,Legal,High School Diploma,2005-04-09,False,4,Moderate,Outstanding,Introduction to Data Science,46769.88,company car,Recruiter,60000,-22.0502,No,Contract ended,2020-10-19,Contract Expiration,Involuntary,High
608,609,Nye Corragan,ncorragangw@goo.gl,Male,Legal,Bachelor's Degree,2019-11-01,True,2,High,Unsatisfactory,Introduction to Data Science,77909.49,performance bonuses,Recruiter,70000,11.29927142857144,Yes,,,,,Low
609,610,Fanni Le Fevre,flegx@hatena.ne.jp,Female,Legal,PhD,2013-05-07,True,4,Low,Excellent,Project Management Fundamentals,94400.47,gym membership,Company website,50000,88.80094000000001,No,,,,,High
610,611,Walker Cashman,wcashmangy@who.int,Male,Human Resources,High School Diploma,2014-09-10,True,3,High,Outstanding,Public Speaking Mastery,114818.14,professional development opportunities,Recruiter,80000,43.522675,No,,,,,High
611,612,Travis Sreenan,tsreenangz@google.nl,Male,Marketing,Master's Degree,1999-11-17,False,2,Moderate,Average,Cybersecurity Basics,98542.43,free snacks,Employee referral,55000,79.16805454545454,No,Personal reasons,2011-03-05,Personal - Life Events,Voluntary,Meet Expectation
612,613,Nels Petters,npettersh0@bravesites.com,Male,Product Management,Associate's Degree,2003-10-22,False,4,Low,Outstanding,Advanced Excel Techniques,42156.65,health insurance,Employee referral,95000,-55.62457894736842,Yes,Relocation,2012-10-17,Personal - Life Events,Voluntary,High
613,614,Greta Saket,gsaketh1@blog.com,Female,Human Resources,Master's Degree,1995-06-15,True,1,Moderate,Excellent,Customer Service Excellence,40151.76,gym membership,Employee referral,55000,-26.9968,No,,,,,High
614,615,Barclay Jachimiak,bjachimiakh2@cnbc.com,Male,Research and Development,Master's Degree,2013-06-09,True,1,Moderate,Below Expectations,Advanced Excel Techniques,47787.95,performance bonuses,Social media,55000,-13.11281818181819,Yes,,,,,Low
615,616,Berny Pears,bpearsh3@newsvine.com,Male,Support,Professional Degree,2008-10-07,True,4,High,Outstanding,Effective Communication Skills,103389.95,gym membership,Recruiter,50000,106.7799,No,,,,,High
616,617,Shirline Sertin,ssertinh4@ustream.tv,Female,Legal,Professional Degree,2011-03-13,True,5,High,Unsatisfactory,Negotiation Skills Workshop,135318.23,paid time off,Company website,75000,80.42430666666668,Yes,,,,,Low
617,618,Gwennie Alexsandrowicz,galexsandrowiczh5@myspace.com,Female,Marketing,High School Diploma,2008-08-13,False,5,High,Superior,Public Speaking Mastery,96594.56,free snacks,Employee referral,60000,60.99093333333333,Yes,Career change,2021-02-19,Career & Compensation,Voluntary,High
618,619,Franz Gajownik,fgajownikh6@berkeley.edu,Male,Research and Development,Master's Degree,2018-03-01,True,3,Moderate,Good,Advanced Excel Techniques,118692.58,free snacks,Social media,75000,58.25677333333334,Yes,,,,,Meet Expectation
619,620,Lodovico Turbitt,lturbitth7@wp.com,Male,Human Resources,Professional Degree,2012-05-08,False,4,Moderate,Unsatisfactory,Public Speaking Mastery,96913.96,free snacks,Social media,90000,7.682177777777785,No,Career change,2023-03-09,Career & Compensation,Voluntary,Low
620,621,Vanda Barnson,vbarnsonh8@hubpages.com,Female,Sales,High School Diploma,1988-05-20,False,5,Low,Needs Improvement,Advanced Excel Techniques,125522.11,company car,Employee referral,80000,56.9026375,No,Lack of growth opportunities,2003-12-31,Career & Compensation,Voluntary,Low
621,622,Rik Abotson,rabotsonh9@tuttocitta.it,Male,Legal,PhD,2003-11-06,False,3,High,Unsatisfactory,Cybersecurity Basics,84323.58,performance bonuses,Job board,90000,-6.307133333333331,No,Career change,2009-05-24,Career & Compensation,Voluntary,Low
622,623,Sim Pointer,spointerha@symantec.com,Male,Support,Master's Degree,2010-05-03,True,1,Low,Superior,Digital Marketing Strategies,93039.01,401k matching,Employee referral,80000,16.2987625,No,,,,,High
623,624,Kathrine Benardette,kbenardettehb@europa.eu,Female,Business Development,High School Diploma,2007-07-12,False,5,Moderate,Excellent,Effective Communication Skills,94628.47,paid time off,Company website,80000,18.2855875,Yes,Retirement,2022-05-29,Natural Attrition,Voluntary,High
624,625,Anna Mucklow,amucklowhc@sphinn.com,Female,Legal,Bachelor's Degree,2011-07-06,True,5,High,Below Expectations,Effective Communication Skills,103061.58,health insurance,Employee referral,55000,87.3846909090909,Yes,,,,,Low
625,626,Jamil Muro,jmurohd@github.io,Male,Human Resources,High School Diploma,1991-02-08,True,2,Moderate,Good,Digital Marketing Strategies,123356.25,company car,Employee referral,90000,37.0625,Yes,,,,,Meet Expectation
626,627,Shirline Hawkeridge,shawkeridgehe@businesswire.com,Female,Engineering,Bachelor's Degree,1980-07-06,False,3,Low,Average,Negotiation Skills Workshop,101047.31,company car,Employee referral,90000,12.27478888888889,No,Found a better opportunity,2004-06-12,Career & Compensation,Voluntary,Meet Expectation
627,628,Nari Rebillard,nrebillardhf@nasa.gov,Female,Training,Bachelor's Degree,1989-08-23,False,4,Low,Needs Improvement,Negotiation Skills Workshop,99434.95,professional development opportunities,Recruiter,65000,52.97684615384615,Yes,Company downsizing,2003-06-30,Organizational Restructuring,Involuntary,Low
628,629,Drusi Vevers,dvevershg@twitter.com,Female,Training,Professional Degree,1994-04-04,False,4,Low,Unsatisfactory,Public Speaking Mastery,139476.53,professional development opportunities,Employee referral,95000,46.8174,No,Retirement,2008-08-18,Natural Attrition,Voluntary,Low
629,630,Charin Fivey,cfiveyhh@boston.com,Female,Business Development,Bachelor's Degree,2012-11-12,True,4,High,Below Expectations,Advanced Excel Techniques,136193.44,company car,Company website,50000,172.38688,No,,,,,Low
630,631,Flossi Lancastle,flancastlehi@comsenz.com,Female,Support,Bachelor's Degree,1997-12-09,True,4,Low,Satisfactory,Advanced Excel Techniques,57049.76,remote work option,Recruiter,85000,-32.88263529411765,No,,,,,Meet Expectation
631,632,Hastie Dunklee,hdunkleehj@reference.com,Male,Marketing,PhD,1992-06-05,True,3,High,Below Expectations,Public Speaking Mastery,134289.65,professional development opportunities,Company website,85000,57.98782352941176,Yes,,,,,Low
632,633,Terencio Spencers,tspencershk@ibm.com,Male,Engineering,Associate's Degree,2011-06-02,False,2,Low,Unsatisfactory,Advanced Excel Techniques,82057.57,health insurance,Job board,80000,2.571962500000009,No,Health reasons,2020-10-04,Personal - Life Events,Voluntary,Low
633,634,Conrado Stoeck,cstoeckhl@howstuffworks.com,Male,Product Management,Bachelor's Degree,2017-08-18,True,1,Low,Unsatisfactory,Advanced Excel Techniques,139370.97,flexible work hours,Employee referral,70000,99.10138571428573,Yes,,,,,Low
634,635,Laurie Mozzetti,lmozzettihm@plala.or.jp,Male,Product Management,Bachelor's Degree,2021-06-19,True,4,High,Superior,Effective Communication Skills,48573.22,free snacks,Social media,85000,-42.85503529411764,No,,,,,High
635,636,Martino Chawkley,mchawkleyhn@thetimes.co.uk,Male,Research and Development,Master's Degree,2004-07-04,True,3,High,Below Expectations,Customer Service Excellence,111663.09,401k matching,Social media,90000,24.0701,No,,,,,Low
636,637,Bendix Kendal,bkendalho@php.net,Male,Accounting,PhD,2004-04-04,False,4,Moderate,Exceptional,Customer Service Excellence,98225.32,professional development opportunities,Employee referral,50000,96.45064,Yes,Company downsizing,2019-08-24,Organizational Restructuring,Involuntary,High
637,638,Ediva McGinn,emcginnhp@japanpost.jp,Female,Human Resources,Associate's Degree,2014-06-08,True,5,Moderate,Superior,Leadership Development Program,139287.43,performance bonuses,Company website,90000,54.7638111111111,Yes,,,,,High
638,639,Edi Cordall,ecordallhq@bing.com,Female,Legal,Master's Degree,2005-12-07,True,1,High,Below Expectations,Advanced Excel Techniques,112276.65,performance bonuses,Employee referral,85000,32.09017647058823,Yes,,,,,Low
639,640,Matilde Pottes,mpotteshr@wisc.edu,Female,Training,Professional Degree,2013-04-12,True,5,High,Unsatisfactory,Cybersecurity Basics,71554.45,paid time off,Employee referral,75000,-4.594066666666671,No,,,,,Low
640,641,Barris Rapin,brapinhs@networkadvertising.org,Male,Services,Master's Degree,1994-03-17,False,3,High,Exceptional,Leadership Development Program,138607.6,remote work option,Company website,90000,54.00844444444445,No,Found a better opportunity,2009-02-04,Career & Compensation,Voluntary,High
641,642,Maurizia Braznell,mbraznellht@usnews.com,Female,Research and Development,Associate's Degree,2003-02-13,True,5,Low,Unsatisfactory,Project Management Fundamentals,89127.01,health insurance,Employee referral,80000,11.40876249999999,No,,,,,Low
642,643,Marieann Crimp,mcrimphu@hp.com,Female,Business Development,PhD,1993-05-16,True,4,High,Exceptional,Leadership Development Program,66498.25,401k matching,Social media,95000,-30.00184210526316,No,,,,,High
643,644,Jakob Cumpton,jcumptonhv@gmpg.org,Male,Research and Development,Associate's Degree,2020-01-31,True,5,Moderate,Exceptional,Introduction to Data Science,40074.31,paid time off,Job board,95000,-57.81651578947369,Yes,,,,,High
644,645,Zach Feldman,zfeldmanhw@china.com.cn,Male,Research and Development,PhD,1989-09-12,False,4,High,Unsatisfactory,Effective Communication Skills,46713.95,performance bonuses,Recruiter,75000,-37.71473333333334,No,Personal reasons,2017-06-24,Personal - Life Events,Voluntary,Low
645,646,Godwin Donati,gdonatihx@cnn.com,Male,Human Resources,PhD,1998-03-18,True,3,Low,Excellent,Project Management Fundamentals,77908.04,health insurance,Company website,80000,-2.614950000000008,Yes,,,,,High
646,647,Toddy Arrighetti,tarrighettihy@google.es,Male,Sales,High School Diploma,2008-01-07,True,5,High,Average,Effective Communication Skills,124331.05,health insurance,Job board,65000,91.27853846153846,No,,,,,Meet Expectation
647,648,Ofelia Kintish,okintishhz@smh.com.au,Female,Accounting,PhD,1996-01-02,True,4,High,Satisfactory,Advanced Excel Techniques,71401.48,flexible work hours,Recruiter,95000,-24.84054736842106,No,,,,,Meet Expectation
648,649,Laurence Blundan,lblundani0@vinaora.com,Male,Accounting,Professional Degree,2004-03-07,True,5,Low,Satisfactory,Project Management Fundamentals,76481.66,gym membership,Employee referral,60000,27.46943333333334,Yes,,,,,Meet Expectation
649,650,Patricia Rosenqvist,prosenqvisti1@wordpress.com,Female,Services,Associate's Degree,2008-11-12,True,1,Moderate,Needs Improvement,Advanced Excel Techniques,76191.48,paid time off,Job board,85000,-10.36296470588236,Yes,,,,,Low
650,651,Wolfie Dallicoat,wdallicoati2@booking.com,Male,Legal,Professional Degree,1983-09-16,False,1,High,Below Expectations,Leadership Development Program,139529.55,paid time off,Company website,90000,55.03283333333332,Yes,Contract ended,2012-12-11,Contract Expiration,Involuntary,Low
651,652,Tristam Lusted,tlustedi3@businesswire.com,Male,Research and Development,High School Diploma,2001-01-11,False,2,Moderate,Needs Improvement,Digital Marketing Strategies,140045.83,free snacks,Social media,55000,154.6287818181818,Yes,Health reasons,2015-06-16,Personal - Life Events,Voluntary,Low
652,653,Cindra Trobe,ctrobei4@desdev.cn,Female,Training,Professional Degree,2021-05-01,True,3,High,Needs Improvement,Project Management Fundamentals,78033.41,flexible work hours,Company website,50000,56.06682000000001,No,,,,,Low
653,654,Lauren Mitchely,lmitchelyi5@prnewswire.com,Male,Research and Development,Bachelor's Degree,2017-06-07,True,4,High,Needs Improvement,Effective Communication Skills,72000.09,performance bonuses,Company website,80000,-9.999887500000003,Yes,,,,,Low
654,655,Eric Toop,etoopi6@hp.com,Male,Support,High School Diploma,2014-08-17,True,4,High,Superior,Project Management Fundamentals,93344.62,remote work option,Recruiter,90000,3.71624444444444,Yes,,,,,High
655,656,Vittorio Lainton,vlaintoni7@hp.com,Male,Marketing,High School Diploma,1995-05-29,True,2,Low,Average,Public Speaking Mastery,120450.6,401k matching,Employee referral,60000,100.751,No,,,,,Meet Expectation
656,657,Gusti Dailey,gdaileyi8@hibu.com,Female,Product Management,PhD,2001-08-30,True,4,Moderate,Average,Advanced Excel Techniques,136483.9,401k matching,Employee referral,95000,43.66726315789473,Yes,,,,,Meet Expectation
657,658,Johny Lere,jlerei9@nba.com,Male,Services,Bachelor's Degree,1997-12-27,False,5,High,Satisfactory,Advanced Excel Techniques,53932.44,401k matching,Recruiter,75000,-28.09007999999999,No,Health reasons,2023-05-23,Personal - Life Events,Voluntary,Meet Expectation
658,659,Zita Austins,zaustinsia@twitpic.com,Female,Engineering,Associate's Degree,2014-09-23,False,3,Low,Superior,Cybersecurity Basics,52241.43,company car,Company website,70000,-25.36938571428571,Yes,Family commitments,2016-05-05,Personal - Life Events,Voluntary,High
659,660,Hurley Bradden,hbraddenib@merriam-webster.com,Male,Marketing,Professional Degree,2015-08-25,True,3,Low,Average,Effective Communication Skills,83945.14,company car,Job board,90000,-6.727622222222222,No,,,,,Meet Expectation
660,661,Alaine Batterson,abattersonic@about.com,Female,Marketing,Professional Degree,2006-12-26,False,4,Moderate,Needs Improvement,Customer Service Excellence,117181.36,401k matching,Company website,80000,46.4767,Yes,Contract ended,2015-02-25,Contract Expiration,Involuntary,Low
661,662,Louie Spinetti,lspinettiid@bbc.co.uk,Male,Product Management,Associate's Degree,1994-11-24,False,3,High,Needs Improvement,Customer Service Excellence,90696.02,free snacks,Job board,55000,64.90185454545455,No,Company downsizing,2022-02-06,Organizational Restructuring,Involuntary,Low
662,663,Kelsi Fendt,kfendtie@huffingtonpost.com,Female,Marketing,PhD,2020-01-14,True,1,High,Good,Cybersecurity Basics,66173.33,401k matching,Social media,80000,-17.2833375,No,,,,,Meet Expectation
663,664,Tate Wilcher,twilcherif@xrea.com,Female,Marketing,Professional Degree,2010-01-11,False,4,High,Outstanding,Introduction to Data Science,115752.33,401k matching,Social media,50000,131.50466,Yes,Company downsizing,2021-03-04,Organizational Restructuring,Involuntary,High
